id,username,location,followers,public_repos
469483,ctaylor701,b'none',0,1
469488,adoehring,b'Wutschingen - Germany',0,0
469491,Nooba,b'Paris',0,3
469493,darinc,b'Buffalo, NY, USA',10,25
469495,enriquemgc,b'Barcelona, Spain',9,8
469505,johnwaldron,b'Vancouver, BC',0,3
469508,iskradelta,b'Sweden',1,7
469509,WouterVH,b'Gent - Belgium',7,23
469510,nahkala,b'Stockholm, Sweden',6,1
469515,ollieread,b'London',37,12
469516,camory,b'Paris',2,1
469522,ProgDan,b'So Paulo, Brazil',7,14
469523,samizdatco,b'Brooklyn, NY',120,4
469526,arnauldvm,b'Brussels, Belgium',1,12
469535,chrisfcarroll,b'Warrington, UK',3,30
469540,rvukovic,b'Netherlands',6,17
469544,sergio123cabral,b'Brasil',0,16
469547,DanielAscher,b'Austria',0,0
469551,zerongjiang,b'San Francisco',10,17
469552,nydi,b'Zrich, Switzerland',6,2
469555,jheidemann,b'United States',1,4
469556,doublexminus,b'Germany',0,2
469562,bordeauxhype,b'Bordeaux',2,0
469570,MishFdM,b'Italy',12,33
469571,fmeynard,b'London',1,16
469573,sojiadeyanju,b'London, UK',0,3
469577,hgad,b'Pittsburgh, PA',4,7
469582,claycephas,b'Denver, CO',11,24
469586,MattDusek,b'SF Bay Area, CA',0,0
469588,rollingthunder,b'Berlin, Germany',5,47
469592,trevorwhitney,b'Denver, CO',4,64
469597,alvhieyanth,b'tokyo',0,0
469599,MyBandStockRepo,b'Los Angeles, California, USA',0,1
469600,ssajms,b'Madison, WI',0,1
469604,mimecuvalo,b'teh interwebs',32,13
469609,thesmashing,b'Warsaw',0,4
469610,thiguchi,b'Shinagawa-ku, Tokyo, Japan',3,0
469611,maurilio,b'Viosa - MG, Brazil',0,0
469614,escortkeel,b'Canberra, Australia',16,32
469620,TheLeg,b'USA',0,0
469623,cswelin,b'Toronto Ontario',8,17
469637,alachaum,b'Sydney',4,40
469638,7CubedProject,b'Waterloo, Ontario',0,11
469639,hawstom,b'Gilbert, Arizona, USA',2,2
469647,achuinard,b'Chicago, IL',5,27
469652,jordao76,b'Montreal, Canada',3,10
469666,dolkensp,b'London, United Kingdom',1,34
469670,rdenaux,b'Madrid, Spain',0,5
469673,smithpg1002,b'Austin, TX',0,0
469680,walterjwhite,b'Pittsburgh, Pa',1,5
469690,gmacleod,b'Canada',6,13
469696,jacks0n,b'Brisbane, Australia',4,7
469704,mrj0,b'Simi Valley, CA',14,26
469707,marenostrum,b'Istanbul, Turkey',1,8
469721,charvey,b'Philadelphia, PA',1,10
469728,etotten,b'Chicago',0,2
469729,louisemcc,b'Wolverhampton',1,1
469737,markpjohnson,b'United States',0,9
469746,AllSeeingEye,b'Moscow, Russia',4,9
469748,hassaniftikhar,b'Lahore, Pakistan',3,7
469760,akil-rails,b'Mumbai',6,8
469769,SonicWizard,b'Roswell, GA',2,20
469776,ymkim50,b'Seoul',1,3
469781,irengklunteng,b'id',0,1
469783,komuniti-dun-behrang,b'DUN Behrang',0,0
469793,blyork,b'Illinois',3,19
469794,csz,b'jinan',0,4
469795,kutata,b'Guangzhou',5,6
469796,SylvainLasnier,b'France',0,18
469797,evershade,b'Vancouver, Canada',0,0
469803,iwiwi,b'Tokyo, Japan',125,18
469805,nivan,b'Tucson',5,4
469806,artozephyr7,b'Thailand',1,7
469808,pconerly,b'Seattle, WA',46,73
469809,jshou,b'Seattle, WA',17,53
469811,RetroMocha,b'Lincoln, NE',14,2
469815,urangbandung,b'Indonesia',0,1
469817,mohfadhil,b'UK, Stoke on trent',1,7
469821,gehy1,b'Hangzhou China',1,13
469830,NeoTheOne,b'Liding, Sweden',2,1
469841,TimMcMahon,b'Melbourne, Australia',1,1
469844,mozcomp,b'Australia',0,6
469847,astasoft,b'Surabaya, Indonsia',9,26
469856,davidecassenti,b'Italy',19,33
469866,sykorad,b'Prague',0,0
469882,yasikoba,b'Yokkaichi, Mie, Japan',5,8
469891,TOYOZUMIKouichi,b'Tokyo, Japan.',9,18
469898,kvt,b'India',4,27
469900,maboroshi,b'2-29-16 504',2,0
469901,albuer,b'Fuzhou, Fujian, China',0,4
469907,mmchaney,b'San Francisco, CA',12,9
469908,cironunes,b'Belo Horizonte, MG',494,74
469909,kenim,b'Hong Kong',1,0
469917,pegasus17,b'Austria',0,0
469918,ssmccoy,b'Oakland California',8,23
469920,imagedrive,b'Japan',3,3
469921,hagyma,b'Budapest, Hungary',1,1
469934,userlocalhost2000,b'Japan',8,36
469943,andy-morris,b'Innsbruck, Austria',8,33
469962,walk,b'Chicago',1,16
469964,loo2k,b'China, Shenzhen',88,18
469966,alexpos,b'the Netherlands',5,58
469967,aohta,b'Tokyo, Japan.',10,16
469968,APSL,b'Palma - Spain',0,180
469973,LunamanJenkins,b'Belgium',0,1
469976,MedeaMelana,b'London, UK',31,21
469981,C-PALB,b'Germany',0,0
469982,subspacenl,b'Netherlands',0,0
469983,bgruening,b'Freiburg (Germany)',103,142
469986,doussot,b'Paris',1,0
469987,hiberfake,b'Potsdam',0,2
469989,bennyn,b'Berlin',28,77
469990,ppawel,b'Poland',22,18
469997,sobingt,b'India',14,85
