id,username,location,followers,public_repos
468968,keath,b'Reno, NV',0,0
468974,tomnewton,b'London, UK',11,23
468985,diegokogan,b'Buenos Aires, Argentina',2,7
468989,bujurulu,b'Bogot Colombia',0,2
468996,willcroft,b'London',1,0
468997,Schwaguy,b'West Chester, PA',0,0
469001,kbsoft-com-kw,b'Kuwait',0,0
469005,mfkahn,b'Ottawa, Ontario, Canada',1,9
469008,tomingtoming,b'Tokyo, Japan',3,22
469015,sposborne,b'Massachusetts',0,6
469017,nahoj,b'Sophia Antipolis, France',1,7
469019,conradical,b'Atlanta',0,0
469020,devasiajoseph,b'Bangalore, India',0,20
469029,rie,b'Germany',0,3
469040,bsadler,b'Windsor',0,0
469042,yurytom,b'London',1,0
469044,morenosan,b'Mallorca',10,2
469046,nesteruk,b'Barcelona, Spain',108,13
469047,fulax,b'GrandLyon, France',2,3
469050,gov20cto,b'San Francisco, CA',10,5
469051,BeDigital,b'NYC',0,2
469054,rohanmahy,b'Santa Cruz, CA',0,1
469057,Granicus,b'San Francisco',0,57
469058,mickaelistria,b'Grenoble, France',20,89
469061,Hooace,b'Tampere Finland',0,1
469062,awwakum,b'Schleswig, Germany',0,13
469068,dswalker,b'Long Beach, CA',21,3
469069,mcgwier,b'Austin, Texas',8,13
469071,epicbagel,b'Bath, UK',5,33
469075,eboyko,b'Moscow, Russia',0,4
469082,garrettux,b'ATL',5,20
469092,randombit,b'Vermont',41,17
469095,clinker,b'Chengdu',3,2
469097,brian-ewell,b'Portland, Oregon',1,0
469106,Farmhouse121,b'New York, NY',0,0
469107,patrikm,b'Gteborg',2,0
469113,antoniofilho,b'So Paulo - SP',9,8
469114,funluiji,b'Bulgaria',3,6
469120,anroots,b'Estonia',20,60
469127,rssntn67,b'Caserta (Italy)',4,6
469145,noug,b'Das Internet',0,4
469151,gcorral,b'Leganes',0,11
469155,richardpl,b'Croatia',10,10
469156,jacoboliver,b'New York, NY',23,4
469161,CrazyPyro,b'Michigan, USA',6,31
469165,robfuller,b'Austin ',0,6
469171,fabiorusso,b'Ribeiro Preto',2,19
469175,rhuber,b'Earth',0,0
469179,jiadar,b'San Francisco',0,1
469182,scrip-safe,b'Cincinnati, OH',0,2
469183,carsongross,b'Sacramento, CA',29,51
469184,aintai,b'TOKIO',0,0
469192,danbarua,b'United Kingdom',19,89
469196,alancrisp,b'UK',9,6
469199,diegoferigo,b'Italy',10,9
469205,illandril,b'Rochester, NY, USA',2,7
469209,dsaliberti,b'London',8,7
469211,swicklund,b'Omaha',10,2
469220,tablazines,b'US',0,0
469228,mwsealey,b'Austin, TX',3,7
469230,sfate,b'Ukraine, Krarkiv',18,50
469232,genesi,b'Washington, D.C.',0,56
469234,aaronbbrown,b'Saratoga Springs, NY',18,47
469245,jinshansi,b'Cleveland Ohio, USA',0,1
469246,fmerinocasallo,b'Zaragoza, Spain',1,5
469249,MikeToner,b'Arlington, VA',2,3
469257,serkanaltuntas,b'Turkey',22,29
469262,mhourahine,b'Toronto, Canada',5,18
469263,SendDerek,b'Bozeman, MT',0,3
469264,fasaxc,b'London, UK',9,24
469270,edwinhuertas,b'Richmond, VA',8,0
469272,doellerbe,b'New Jersey',5,9
469276,andreamoruno,b'Cochabamba, Bolivia',1,2
469278,jbergen,b'NYC',19,11
469283,reidransom,b'New York City, NY',4,30
469286,jasonlau,b'USA',5,18
469287,borxa,b'Espaa',0,8
469295,shitalshinde,b'Raleigh',0,0
469296,alcelyo,b'Joo Pessoa / PB',0,2
469297,MKodak,b'Denver, CO',2,0
469299,umbel,b'Austin, TX',0,1
469303,land0,b'United States',0,4
469304,aleyda,b'Brussels, Belgium',1,0
469305,narnaud,b'Limoges',0,9
469306,discgolfer1138,b'Golden, CO',4,26
469308,xboard,b'So Paulo',4,12
469311,Craige,b'Ontario, Canada',7,8
469312,gwu,b'San Francisco, CA',17,20
469316,fhunleth-lkc,b'Gaithersburg, MD',2,5
469318,lkc,b'Gaithersburg, MD',0,5
469320,flxf,b'New York, New York',28,20
469321,saad-ahmed,b'Washington, DC ',8,14
469327,ghibble,b'Global',1,2
469329,yvangodard,b'Montpellier (France)',2,44
469332,ataugeron,b'New York City',40,7
469340,Sazaju,b'France',6,9
469341,mohammed4118,b'Manosque (France)',0,2
469348,agacode,b'Norcross, GA',1,7
469353,steven-s,b'Livermore, CA',16,15
469360,aghaliaraza,b'UK',0,5
469363,ScottBlew,b'San Francisco, CA',3,7
469365,zbjornson,b'San Francisco',17,24
469371,skeydan,b'Munich, Germany',2,13
469372,sonnyfromtacoma,b'Tacoma, Washington',0,3
469373,rubyfu,b'@Rubyfu',0,3
469374,Freeseer,b'Ottawa, Canada',0,4
469375,Tidwell,b'New York City',8,64
469379,cloud9s,b'san francisco',2,0
469384,JulianSchutsch,b'Germany, Munich',2,15
469387,nlake44,b'Santa Barbara',23,12
469388,aleksey-hariton,b'Minsk, Belarus',2,7
469393,karlomikus,b'Zagreb, Croatia',3,14
469397,fdeniz,b'Istanbul',4,7
469399,tdensmore,b'Atlanta, Ga. United States',0,5
469403,funkyeah,b'Minnesota',5,26
469410,marcelk,b'The Netherlands',4,5
469412,achiinto,b'Hong Kong',1,14
469414,bertagzlz,b'Spain',0,11
469423,danielbwa,b'Amsterdam',1,3
469424,alexkiko,b'New York City',3,6
469435,adamwitwer,b'Boston, MA',42,7
469447,stallmer,b'Washington, DC',0,2
469451,wmichaelgreen,b'United States',1,4
469454,haidersabri,b'Silicon Valley, CA',11,10
469456,colstrom,b'Vancouver, BC',38,223
469459,miff,b'Nis, Serbia',2,9
469462,gaperton,b'Boston, MA',14,23
469480,nlts,b'Atlanta, GA',17,12
