458825;jambroo;Copenhagen; Denmark;10;18
458827;ngroesz;Portland; OR;0;5
458838;networkimprov;Menlo Park; California;5;20
458841;denniskeefe;Panama City; FL;28;41
458842;andrewzeneski;New York; NY;4;32
458852;phaygoweb;Michigan;0;10
458855;LeeDroid-;County Durham; UK;77;13
458859;obelix74;Fremont; CA;0;1
458864;mattheweckstein;Brooklyn; NY;4;7
458866;taer;Austin; Texas;0;11
458871;joelfrederico;Menlo Park; CA;1;37
458879;thomasballinger;Boston;221;198
458883;cryptojuice;New York; NY;23;46
458887;morphinewan;;7;6
458890;strvmarv;Kansas City; MO;4;20
458894;keelii;Beijing;7;30
458905;meggle;Boston; MA;1;8
458914;jasonwocky;Brooklyn NY;6;7
458919;chiwa;Bangkok Thailand;0;7
458922;Xiaoli;China;13;21
458924;jjeffery;Brisbane; Australia;5;25
458926;pfernandez;Eugene; Oregon;5;31
458929;jundols;Seoul; South Korea;0;11
458934;pansunyou;Shenzhen; Guangdong; China;0;2
458937;conniec;San Francisco; CA;15;15
458941;aquilent-carlcornwell;Laurel; MD; USA;0;0
458946;mohanarpit;Bangalore; India;7;20
458947;yellowfishmd;Charlottesville; VA;1;1
458954;Edisontsai;Beijing; China;0;2
458956;Greg8978;Toulouse;2;21
458960;ankurkotwal;Sydney; Australia;50;2
458961;myazhax;Malaysia;0;0
458966;MiguelGomez;New York;2;5
458968;mojunbin;Guangzhou;5;46
458969;richenz;Palo Alto; CA;0;0
458971;nicksloan;Pittsburgh; PA;19;25
458976;NullSoldier;Burlingame; California;11;26
458986;ramtiga;Tokyo; Japan;11;39
458991;bennewton999;Ft. Lauderdale; FL;10;24
458994;dewathena;Indonesia;0;0
458995;henrywoo;Singapore/USA;19;81
458998;dubset;New York; NY;0;1
459002;maclean;Boulder; CO;3;4
459007;mattmakesmaps;Seattle; WA;45;57
459008;ongaq;Earth/Asia/Japan/Tokyo.html;1;0
459009;rajiv-on-rails;India;0;0
459014;jstjohn;San Francisco; CA;66;34
459015;cidwilly;Austin; Texas; USA; Earth;0;3
459021;cansmile;S. Korea;0;1
459022;vissible;China;1;51
459024;muratbulat;Turkey;0;2
459030;IvanTheBearable;New Zealand;0;5
459034;tastychicken;Linkping; Sweden;0;1
459035;davidbettis;Seattle; WA;3;1
459039;briebug;Denver; CO;2;8
459045;arathvelazquez;Jalisco;3;11
459048;AndrewNeo;Seattle; WA;18;12
